Dự án/ khu,Đường/Phố,Xã/ Phường/ Thị trấn,Quận/Huyện,Diện tích(m2),Giá (tỷ đồng),Số phòng ngủ,Số toilet,dudoan_RF,Mã quận huyện,Mã xã phường,Mã đường phố,Mã dự án
Không có,Đỗ Nhuận,Xuân Đỉnh,Bắc Từ Liêm,66.0,2.35,2.0,1.933083511777302,2.392379999999998,1,144,288,221
Udic Westlake,Võ Chí Công,Phú Thượng,Tây Hồ,168.0,6.66,3.0,2.0,6.692800000000003,16,79,240,454
The Pride,Tố Hữu,La Khê,Hà Đông,146.0,3.75,3.0,2.0,3.6759299999999997,8,42,235,413
The Pride,Tố Hữu,La Khê,Hà Đông,73.0,2.1,2.0,2.0,2.0323634126984116,8,42,235,413
The Golden Palm Lê Văn Lương,Lê Văn Lương,Nhân Chính,Thanh Xuân,105.0,5.0,3.0,2.0,5.181123809523812,13,71,95,402
Bamboo Airways Tower,Cầu Giấy,Dịch Vọng,Cầu Giấy,105.0,4.0,3.0,2.0,4.123900000000001,2,18,26,44
Mỹ Đình Plaza 2,Nguyễn Hoàng,Mỹ Đình 2,Nam Từ Liêm,68.2,3.25,2.0,2.0,3.1892976190476174,11,59,130,277
Sun Square,Lê Đức Thọ,Mỹ Đình 2,Nam Từ Liêm,105.0,4.2,3.0,2.0,4.100119999999994,11,59,98,372
Five Star Kim Giang,Kim Giang,Kim Giang,Thanh Xuân,98.0,4.1,3.0,2.0,4.205513333333338,13,37,76,126
Grandeur Palace,Giảng Võ,Kim Mã,Ba Đình,86.0,7.0,2.45452528837622,1.933083511777302,5.94375,0,40,40,146
Không có,Nguyễn Khánh Toàn,Quan Hoa,Cầu Giấy,48.0,0.63,2.0,2.0,0.6969600000000007,2,89,135,221
Sun Square,Lê Đức Thọ,Mỹ Đình 2,Nam Từ Liêm,86.0,3.495,2.0,2.0,3.531225000000001,11,59,98,372
Không có,Lạc Long Quân,Bưởi,Tây Hồ,55.0,0.655,2.0,2.0,0.7119777777777777,16,5,107,221
Không có,Giải Phóng,Tương Mai,Hoàng Mai,56.0,0.64,2.0,2.0,0.7355983333333331,7,127,39,221
Ciputra Hà Nội,Lạc Long Quân,Phú Thượng,Tây Hồ,154.0,7.7,3.0,2.0,7.816716666666671,16,79,107,88
MHD Trung Văn,Tố Hữu,Trung Văn,Nam Từ Liêm,62.5,1.45,2.0,2.0,2.205494444444445,11,117,235,257
Không có,Nguyễn Trãi,Thượng Đình,Thanh Xuân,56.0,0.8,2.0,2.0,0.7550999999999991,13,107,145,221
Không có,Giải Phóng,Tương Mai,Hoàng Mai,56.0,0.81,2.0,2.0,0.7355983333333331,7,127,39,221
Không có,Chùa Láng,Láng Thượng,Đống Đa,55.0,0.82,2.0,2.0,0.8218016666666653,19,44,20,221
282 Lĩnh Nam,Lĩnh Nam,Lĩnh Nam,Hoàng Mai,112.0,3.25,3.0,1.933083511777302,3.4939,7,52,102,9
Không có,Lạc Long Quân,Bưởi,Tây Hồ,58.0,0.8,2.0,2.0,0.7904458333333324,16,5,107,221
FLC Green Apartment,Phạm Hùng,Mỹ Đình 2,Nam Từ Liêm,60.0,1.8,2.0,1.933083511777302,1.9438666666666686,11,59,173,123
D11 Sunrise Building,Trần Thái Tông,Dịch Vọng Hậu,Cầu Giấy,160.0,6.45,3.0,2.0,6.775630000000004,2,19,218,93
The Link 345-CT1,Không có,Đông Ngạc,Bắc Từ Liêm,154.0,7.1,3.0,2.0,7.5885146825396825,1,155,72,404
The Link 345-CT1,Không có,Đông Ngạc,Bắc Từ Liêm,115.0,5.2,3.0,2.0,5.30759583333333,1,155,72,404
Không có,Lạc Long Quân,Xuân La,Tây Hồ,53.0,0.669,2.0,1.0,0.92449,16,141,107,221
Không có,Định Công,Định Công,Hoàng Mai,52.0,0.655,2.0,1.0,0.6977700000000007,7,162,287,221
Không có,Định Công,Định Công,Hoàng Mai,53.0,0.869,2.0,1.0,0.9438700000000001,7,162,287,221
Tecco Diamond,Không có,Tứ Hiệp,Thanh Trì,63.7,2.18,2.0,2.0,2.359636324786327,12,129,72,390
Sudico Mỹ Đình,Phạm Hùng,Mỹ Đình 1,Nam Từ Liêm,132.0,5.68,3.0,3.0,4.849133333333338,11,58,173,368
HC Golden City,Hồng Tiến,Bồ Đề,Long Biên,82.1,3.6,3.0,2.0,3.7465979365079374,9,8,67,154
Green Park CT15 Việt Hưng,Việt Hưng,Giang Biên,Long Biên,71.6,2.2,2.0,2.0,2.1992378571428555,9,20,237,149
Eco City Việt Hưng,Việt Hưng,Giang Biên,Long Biên,63.6,2.1,2.0,2.0,2.124279166666664,9,20,237,108
Phương Đông Green Home,Việt Hưng,Đức Giang,Long Biên,48.0,1.6,2.0,1.0,1.6705199999999973,9,165,237,339
Tecco Diamond,Không có,Tứ Hiệp,Thanh Trì,69.6,2.439,2.0,1.933083511777302,2.412369999999996,12,129,72,390
Eco Green City,Nguyễn Xiển,Tân Triều,Thanh Trì,95.0,3.55,3.0,2.0,3.61996666666667,12,125,151,110
Imperia Smart City,Đại lộ Thăng Long,Tây Mỗ,Nam Từ Liêm,64.0,2.5,3.0,2.0,3.202850595238095,11,126,283,200
Hồng Hà Tower,Thịnh Liệt,Thịnh Liệt,Hoàng Mai,62.5,2.05,2.0,2.0,2.26095,7,110,196,194
Mỹ Đình I,Hàm Nghi,Mỹ Đình 1,Nam Từ Liêm,129.9,2.7,3.0,2.0,3.1753466666666634,11,58,54,273
Ciputra Hà Nội,Lạc Long Quân,Phú Thượng,Tây Hồ,53.0,3.0,2.45452528837622,1.933083511777302,2.7223866666666656,16,79,107,88
KĐT Linh Đàm,Nguyễn Xiển,Đại Kim,Hoàng Mai,84.0,2.65,2.0,2.0,3.005500000000002,7,159,151,227
Golden Park Tower,Phạm Văn Bạch,Yên Hòa,Cầu Giấy,95.0,5.7,3.0,2.0,5.51373333333333,2,145,175,141
HH4 Linh Đàm,Linh Đường,Hoàng Liệt,Hoàng Mai,46.0,1.19,2.0,1.0,1.1888999999999985,7,26,84,158
Eco Lake View,Đại Từ,Đại Kim,Hoàng Mai,54.0,2.15,2.0,2.0,2.1308000000000034,7,159,281,111
Ecolife Capitol,Tố Hữu,Trung Văn,Nam Từ Liêm,94.0,3.8,3.0,2.0,3.7781033333333376,11,117,235,115
Dolphin Plaza,Trần Bình,Mỹ Đình 2,Nam Từ Liêm,133.0,4.7,2.0,2.0,4.3509290476190445,11,59,206,99
The Zen Residence,Pháp Vân,Yên Sở,Hoàng Mai,95.0,4.2,3.0,2.0,4.00648333333333,7,147,167,422
Văn Khê,Tố Hữu,La Khê,Hà Đông,112.0,2.35,3.0,2.0,2.453366666666664,8,42,235,487
Trung Hòa Nhân Chính,Hoàng Đạo Thúy,Trung Hòa,Cầu Giấy,121.0,4.8,3.0,2.0,4.772800000000007,2,113,50,437
The Garden Hills - 99 Trần Bình,Trần Bình,Mỹ Đình 2,Nam Từ Liêm,68.0,2.7,2.0,2.0,2.7112462373737363,11,59,206,398
The Garden Hills - 99 Trần Bình,Không có,Không có,Nam Từ Liêm,64.0,2.8,2.0,2.0,2.6946933333333356,11,30,72,398
Rivera Park Hà Nội,Vũ Trọng Phụng,Thanh Xuân Trung,Thanh Xuân,72.0,4.0,2.45452528837622,1.933083511777302,3.655183333333333,13,102,253,343
Imperia Garden,Nguyễn Huy Tưởng,Thanh Xuân Trung,Thanh Xuân,80.0,4.0,2.45452528837622,1.933083511777302,3.9831500000000006,13,102,132,198
GoldSeason,Nguyễn Tuân,Thanh Xuân Trung,Thanh Xuân,68.0,3.5,2.0,2.0,3.4530857142857156,13,102,146,135
Vinhomes Smart City ,Không có,Tây Mỗ,Nam Từ Liêm,45.7,1.78,1.0,1.933083511777302,1.801220000000001,11,126,72,478
Rose Town,Ngọc Hồi,Hoàng Liệt,Hoàng Mai,104.0,3.6,3.0,2.0,3.1841000000000013,7,26,158,347
Vinhomes Ocean Park Gia Lâm,Không có,Dương Xá,Gia Lâm,45.0,5.0,2.45452528837622,1.933083511777302,3.2036250000000006,3,17,72,475
Vinhomes Smart City ,Đại lộ Thăng Long,Tây Mỗ,Nam Từ Liêm,82.0,3.35,3.0,1.933083511777302,3.2818000000000005,11,126,283,478
An Lạc Green Symphony,Không có,Vân Canh,Hoài Đức,66.0,2.5,2.0,2.0,2.4246333333333343,5,133,72,30
An Bình City,Phạm Văn Đồng,Cổ Nhuế 1,Bắc Từ Liêm,90.0,4.2,3.0,1.933083511777302,3.757966666666672,1,14,176,28
Chung cư 122 Vĩnh Tuy,Vĩnh Tuy,Vĩnh Tuy,Hai Bà Trưng,67.0,2.65,2.0,2.0,2.6370500000000026,4,131,249,71
Sun Square,Lê Đức Thọ,Mỹ Đình 2,Nam Từ Liêm,95.4,3.5,3.0,2.0,3.8384700000000036,11,59,98,372
An Bình City,Phạm Văn Đồng,Cổ Nhuế 1,Bắc Từ Liêm,90.0,3.5,3.0,2.0,3.6068000000000042,1,14,176,28
Mon City - Hải Đăng City,Hàm Nghi,Mỹ Đình 2,Nam Từ Liêm,86.0,3.5,3.0,2.0,3.2604666666666655,11,59,54,268
Discovery Complex,Cầu Giấy,Dịch Vọng,Cầu Giấy,210.0,10.2,4.0,1.933083511777302,10.164566666666675,2,18,26,98
Tòa Tháp Thiên Niên Kỷ,Quang Trung,Yết Kiêu,Hà Đông,93.0,3.333,3.0,2.0,3.5597369047619054,8,148,179,450
GoldSeason,Nguyễn Tuân,Thanh Xuân Trung,Thanh Xuân,76.0,3.49,2.0,2.0,3.3415750000000024,13,102,146,135
Thành Phố Giao Lưu,Phạm Văn Đồng,Cổ Nhuế 1,Bắc Từ Liêm,62.0,1.9,2.0,1.933083511777302,2.084615000000002,1,14,176,425
Goldmark City,Hồ Tùng Mậu,Phú Diễn,Bắc Từ Liêm,121.0,4.25,3.0,2.0,4.410500000000001,1,76,64,144
Samsora Premier,Chu Văn An,Yết Kiêu,Hà Đông,73.0,2.49,2.0,2.0,2.500286785714285,8,148,16,354
6th Element,Nguyễn Văn Huyên,Xuân La,Tây Hồ,83.0,4.5,2.0,2.0,4.673461904761903,16,141,149,20
Không có,Trần Quốc Hoàn,Dịch Vọng Hậu,Cầu Giấy,80.0,2.3,2.45452528837622,1.933083511777302,2.4120000000000044,2,19,217,221
Ngõ 199,Trần Quốc Hoàn,Dịch Vọng Hậu,Cầu Giấy,80.0,2.3,2.45452528837622,1.933083511777302,2.578700000000004,2,19,217,311
Hope Residence,Chu Huy Mân,Phúc Đồng,Long Biên,70.0,1.78,2.0,2.0,1.9183666666666672,9,83,15,178
Green Park Tower,Dương Đình Nghệ,Yên Hòa,Cầu Giấy,104.5,3.98,3.0,2.0,4.5245,2,145,34,150
ĐTM Dịch Vọng,Thành Thái,Dịch Vọng,Cầu Giấy,118.0,4.5,3.0,2.0,4.557419999999994,2,18,190,501
M3 - M4 Nguyễn Chí Thanh,Nguyễn Chí Thanh,Láng Hạ,Đống Đa,100.0,4.2,2.0,2.0,4.206749999999995,19,43,125,254
Vinhomes Smart City,Không có,Tây Mỗ,Nam Từ Liêm,43.0,1.85,2.0,1.933083511777302,1.7895999999999974,11,126,72,477
Chung cư 24 Nguyễn Khuyến,Nguyễn Khuyến,Văn Quán,Hà Đông,75.0,2.2,2.0,2.0,2.310424999999997,8,135,134,72
The Sakura - Vinhomes Smart City,Không có,Tây Mỗ,Nam Từ Liêm,81.0,3.1,3.0,2.0,3.2483677747252746,11,126,72,414
Hoàng Thành Pearl,Nguyễn Văn Giáp,Cầu Diễn,Nam Từ Liêm,108.0,5.1,3.0,2.0,5.1912050000000045,11,12,148,179
Imperia Sky Garden,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,82.0,3.7,2.0,2.0,3.86963106060606,4,131,112,199
Imperia Sky Garden,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,88.0,4.0,2.45452528837622,1.933083511777302,4.2466333333333335,4,131,112,199
Imperia Sky Garden,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,81.0,3.7,2.0,1.933083511777302,3.708784603174597,4,131,112,199
Vinhomes Symphony Riverside,Không có,Việt Hưng,Long Biên,66.0,3.2,2.0,2.0,3.2124154761904746,9,132,72,480
Times City - Park Hill,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,114.0,6.5,3.0,1.933083511777302,6.4460000000000015,4,131,112,433
Vinhomes Symphony Riverside,Hội Xá,Việt Hưng,Long Biên,71.0,3.1,2.0,2.0,3.106900000000002,9,132,68,480
Vinhomes Symphony Riverside,Không có,Việt Hưng,Long Biên,41.0,1.9,2.45452528837622,1.933083511777302,2.1370000000000022,9,132,72,480
Vinhomes Symphony Riverside,Không có,Việt Hưng,Long Biên,66.0,3.3,2.0,2.0,3.2124154761904746,9,132,72,480
Vinhomes Symphony Riverside,Hội Xá,Việt Hưng,Long Biên,70.0,2.9,2.0,2.0,2.9686166666666676,9,132,68,480
Times City - Park Hill,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,95.0,4.6,3.0,1.933083511777302,5.082999999999999,4,131,112,433
Times City,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,95.0,4.5,2.0,1.933083511777302,4.619749999999994,4,131,112,432
Vinhomes Symphony Riverside,Không có,Việt Hưng,Long Biên,66.0,3.1,2.0,2.0,3.2124154761904746,9,132,72,480
Vinhomes Symphony Riverside,Không có,Việt Hưng,Long Biên,71.0,3.4,2.0,2.0,3.1961,9,132,72,480
xpHOMES,Quốc lộ 32,Tân Lập,Đan Phượng,59.0,1.5,2.0,2.0,1.65995,17,123,182,500
Vinhomes Smart City,Đại lộ Thăng Long,Tây Mỗ,Nam Từ Liêm,36.0,1.1,2.45452528837622,1.933083511777302,1.2152599999999985,11,126,283,477
Xuân Phương Residence,Không có,Phương Canh,Nam Từ Liêm,104.0,3.35,3.0,2.0,3.4162214285714305,11,84,72,497
Xuân Phương Residence,Không có,Phương Canh,Nam Từ Liêm,116.0,3.69,3.0,2.0,3.6789547619047602,11,84,72,497
Park Hill Premium - Times City,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,87.0,4.3,2.0,2.0,4.292978571428576,4,131,112,330
Times City - Park Hill,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,80.0,4.15,2.0,2.0,4.228199999999996,4,131,112,433
Discovery Complex,Cầu Giấy,Dịch Vọng,Cầu Giấy,210.0,10.0,4.0,1.933083511777302,10.164566666666675,2,18,26,98
The Pavilion - Vinhomes Ocean Park,Lý Thánh Tông,Không có,Gia Lâm,74.0,2.185,2.0,2.0,2.253128571428573,3,30,101,412
The Zenpark,Đông Dư,Dương Xá,Gia Lâm,54.0,1.87,2.0,1.0,1.8738600000000023,3,17,277,423
The Zenpark,Đông Dư,Dương Xá,Gia Lâm,50.4,1.782,1.0,1.0,1.7383033333333344,3,17,277,423
The Pavilion - Vinhomes Ocean Park,Lý Thánh Tông,Không có,Gia Lâm,73.7,2.585,2.0,2.0,2.5509000000000026,3,30,101,412
KĐT Linh Đàm,Linh Đường,Đại Kim,Hoàng Mai,56.0,1.32,2.0,1.933083511777302,1.372889999999998,7,159,84,227
Mỹ Đình Pearl,Không có,Phú Đô,Nam Từ Liêm,96.0,4.2,3.0,2.0,4.680000000000007,11,80,72,275
Grand Sunlake,Trần Phú,Văn Quán,Hà Đông,98.0,3.3,3.0,2.0,3.1669666666666694,8,135,214,145
Imperia Garden,Nguyễn Tuân,Thanh Xuân Trung,Thanh Xuân,81.0,3.8,2.0,2.0,3.8242200000000053,13,102,146,198
Kosmo Tây Hồ,Xuân La,Xuân Tảo,Bắc Từ Liêm,84.0,5.1,2.0,2.0,5.001833492063496,1,143,259,225
Vinhomes D'Capitale,Trần Duy Hưng,Trung Hòa,Cầu Giấy,99.0,6.3,3.0,2.0,6.291624999999998,2,113,208,470
Vinhomes D'Capitale,Trần Duy Hưng,Trung Hòa,Cầu Giấy,72.0,4.3,2.0,1.933083511777302,4.2785000000000055,2,113,208,470
Sunshine City,Phạm Văn Đồng,Đông Ngạc,Bắc Từ Liêm,90.0,4.9,2.0,2.0,4.700399999999995,1,155,176,374
Home City - Trung Kính Complex,Trung Kính,Yên Hòa,Cầu Giấy,62.0,2.8,2.0,2.0,3.089667460317461,2,145,201,176
The Pavilion - Vinhomes Ocean Park,Lý Thánh Tông,Không có,Gia Lâm,78.2,2.395,2.0,2.0,2.414008253968256,3,30,101,412
Vinhomes Ocean Park Gia Lâm,Không có,Dương Xá,Gia Lâm,54.0,1.6,2.0,1.0,1.7889127777777787,3,17,72,475
Sunshine Riverside,Võ Chí Công,Phú Thượng,Tây Hồ,92.7,4.1,3.0,2.0,4.42496666666667,16,79,240,377
Vinhomes Ocean Park Gia Lâm,Hải Âu 3,Dương Xá,Gia Lâm,49.0,1.25,1.0,1.0,1.2877363636363635,3,17,61,475
Eurowindow Multi Complex,Trần Duy Hưng,Trung Hòa,Cầu Giấy,146.0,6.5,2.45452528837622,1.933083511777302,6.847319999999999,2,113,208,118
Green Park Trần Thủ Độ,Trần Thủ Độ,Hoàng Liệt,Hoàng Mai,82.0,3.2,2.0,2.0,3.0242499999999963,7,26,219,151
Startup Tower,Ngọc Đại,Đại Mỗ,Nam Từ Liêm,183.8,4.0,2.45452528837622,1.933083511777302,5.322075000000001,11,160,161,366
Diamond Park Plaza ,Láng Hạ,Thành Công,Ba Đình,82.0,6.9,2.0,2.0,6.854348333333327,0,103,88,96
Vinhomes D'Capitale,Trần Duy Hưng,Trung Hòa,Cầu Giấy,51.0,2.35,2.0,1.0,2.2541800000000025,2,113,208,470
Sunshine Riverside,Không có,Phú Thượng,Tây Hồ,61.0,3.05,2.0,2.0,2.959900000000003,16,79,72,377
Seasons Avenue,Không có,Mỗ Lao,Hà Đông,100.0,4.25,3.0,2.0,4.066,8,57,72,355
Hà Nội Melody Residences,Bằng Liệt,Hoàng Liệt,Hoàng Mai,68.0,2.06,2.45452528837622,2.0,2.182100000000002,7,26,14,184
Vinhomes Ocean Park Gia Lâm,Không có,Dương Xá,Gia Lâm,37.0,0.95,1.0,1.933083511777302,1.0083000000000013,3,17,72,475
Masteri West Heights,Không có,Tây Mỗ,Nam Từ Liêm,94.0,4.665,3.0,3.0,4.582759047619054,11,126,72,263
Vinhomes Metropolis - Liễu Giai,Liễu Giai,Ngọc Khánh,Ba Đình,75.0,7.12,2.0,2.0,6.554540000000004,0,65,85,473
Masteri West Heights,Không có,Tây Mỗ,Nam Từ Liêm,63.0,3.12,2.0,2.0,3.059758095238097,11,126,72,263
Masteri West Heights,Không có,Tây Mỗ,Nam Từ Liêm,47.0,2.205,1.0,1.0,2.4027800000000035,11,126,72,263
Hà Nội Center Point,Hoàng Đạo Thúy,Nhân Chính,Thanh Xuân,77.8,4.2,2.0,2.0,3.6461066666666704,13,71,50,182
Kosmo Tây Hồ,Xuân La,Xuân Tảo,Bắc Từ Liêm,84.0,5.1,2.0,2.0,5.001833492063496,1,143,259,225
Hapulico Complex,Nguyễn Huy Tưởng,Thanh Xuân Trung,Thanh Xuân,117.8,4.8,2.0,2.0,4.860583333333335,13,102,132,165
Thanh Xuân Complex,Lê Văn Thiêm,Thanh Xuân Trung,Thanh Xuân,93.0,4.0,2.45452528837622,1.933083511777302,3.9516500000000003,13,102,96,395
Ngõ 103,Lý Sơn,Ngọc Thụy,Long Biên,81.2,2.25,2.0,2.0,2.65179,9,70,100,309
Hapulico Complex,Nguyễn Huy Tưởng,Thanh Xuân Trung,Thanh Xuân,128.0,4.8,3.0,2.0,4.784600000000005,13,102,132,165
Hapulico Complex,Nguyễn Huy Tưởng,Thanh Xuân Trung,Thanh Xuân,98.0,3.6,2.0,2.0,3.983900000000007,13,102,132,165
Legend Tower 109 Nguyễn Tuân,Nguyễn Tuân,Nhân Chính,Thanh Xuân,105.0,5.6,3.0,2.0,5.127523809523811,13,71,146,246
Golden Field Mỹ Đình,Không có,Cầu Diễn,Nam Từ Liêm,68.0,2.6,2.0,2.0,2.5540999999999987,11,12,72,137
Imperia Garden,Nguyễn Huy Tưởng,Thanh Xuân Trung,Thanh Xuân,86.0,4.1,3.0,2.0,4.069750000000003,13,102,132,198
Kim Văn Kim Lũ,Nghiêm Xuân Yêm,Đại Kim,Hoàng Mai,80.0,3.0,2.45452528837622,1.933083511777302,2.970266666666667,7,159,119,222
The Golden Palm Lê Văn Lương,Lê Văn Lương,Nhân Chính,Thanh Xuân,82.0,3.9,3.0,2.0,3.667836666666668,13,71,95,402
Hà Nội Center Point,Hoàng Đạo Thúy,Nhân Chính,Thanh Xuân,77.0,3.8,2.0,2.0,3.7011066666666714,13,71,50,182
Rivera Park Hà Nội,Vũ Trọng Phụng,Thanh Xuân Trung,Thanh Xuân,71.0,3.3,2.0,2.0,3.4199424603174613,13,102,253,343
Imperia Garden,Nguyễn Huy Tưởng,Thanh Xuân Trung,Thanh Xuân,68.8,3.3,2.0,2.0,3.3121250000000027,13,102,132,198
GoldSeason,Nguyễn Tuân,Thanh Xuân Trung,Thanh Xuân,66.0,3.2,2.0,2.0,3.1243972402597393,13,102,146,135
Vinhomes D'Capitale,Trần Duy Hưng,Trung Hòa,Cầu Giấy,93.0,5.8,3.0,2.0,5.647794444444446,2,113,208,470
The Pride,Tố Hữu,La Khê,Hà Đông,103.0,2.8,3.0,3.0,2.6507999999999963,8,42,235,413
Vinhomes Ocean Park Gia Lâm,Không có,Dương Xá,Gia Lâm,80.0,2.29,3.0,2.0,2.303390881030735,3,17,72,475
Phenikaa Hòa Lạc,Không có,Thạch Hòa,Thạch Thất,57.0,1.27,2.0,1.0,1.3304666666666671,14,109,72,336
Nhà ở cho CBCS Bộ Công an,Phạm Văn Đồng,Cổ Nhuế 2,Bắc Từ Liêm,122.0,4.85,3.0,2.0,5.109990000000009,1,15,176,320
Goldmark City,Hồ Tùng Mậu,Phú Diễn,Bắc Từ Liêm,78.0,2.5,2.0,2.0,2.7957853182928174,1,76,64,144
Mỹ Đình Pearl,Không có,Không có,Nam Từ Liêm,93.0,4.3,3.0,2.0,4.385700000000007,11,30,72,275
Times City,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,53.0,2.6,1.0,1.0,2.7086261904761892,4,131,112,432
Eurowindow River Park,5,Đông Hội,Đông Anh,70.0,1.45,2.0,2.0,1.664599999999999,18,154,3,119
Times City - Park Hill,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,143.0,9.5,4.0,3.0,9.254422799422798,4,131,112,433
Hanhomes Blue Star,Võ Trung Thành,Trâu Quỳ,Gia Lâm,60.0,1.5,2.0,1.933083511777302,1.7123300000000001,3,120,242,164
Eurowindow River Park,5,Đông Hội,Đông Anh,82.0,2.2,2.45452528837622,1.933083511777302,2.272529999999998,18,154,3,119
Eurowindow River Park,5,Đông Hội,Đông Anh,63.0,1.833,2.0,2.0,1.8127799999999992,18,154,3,119
HH1 Linh Đàm,Linh Đường,Hoàng Liệt,Hoàng Mai,60.0,1.38,2.45452528837622,1.933083511777302,1.4420374999999992,7,26,84,155
KĐT Xa La,Phùng Hưng,Phúc La,Hà Đông,63.3,1.4,2.0,2.0,1.2130499999999986,8,81,169,235
Nam Xa la,Không có,Phúc La,Hà Đông,85.0,1.9,2.0,2.0,2.1080666666666663,8,81,72,299
The Artemis,Lê Trọng Tấn,Khương Mai,Thanh Xuân,86.0,4.0,2.45452528837622,1.933083511777302,3.9399400000000013,13,31,93,396
Sails Tower,Cầu Bươu,Kiến Hưng,Hà Đông,85.0,1.8,2.0,2.0,1.969450000000002,8,41,24,352
Hòa Bình Green Apartment,Bưởi,Vĩnh Phúc,Ba Đình,90.0,3.8,2.0,2.0,3.9236874999999984,0,138,11,187
Sudico Mỹ Đình,Trần Văn Lai,Mỹ Đình 1,Nam Từ Liêm,105.0,4.15,3.0,1.933083511777302,4.058749999999996,11,58,221,368
An Bình City,Phạm Văn Đồng,Cổ Nhuế 1,Bắc Từ Liêm,90.0,3.6,3.0,2.0,3.6068000000000042,1,14,176,28
Không có,Trung Kính,Yên Hòa,Cầu Giấy,60.0,1.9,2.45452528837622,1.933083511777302,2.108183333333336,2,145,201,221
Khu nhà ở Hưng Thịnh,Không có,Kiến Hưng,Hà Đông,65.0,1.45,2.0,1.0,1.712799999999998,8,41,72,216
Summit Building,Trần Duy Hưng,Trung Hòa,Cầu Giấy,86.0,4.9,2.0,2.0,4.683849999999995,2,113,208,369
Hòa Bình Green Apartment,Bưởi,Vĩnh Phúc,Ba Đình,105.0,5.0,3.0,1.933083511777302,5.6410190476190465,0,130,11,187
Eurowindow Multi Complex,Trần Duy Hưng,Trung Hòa,Cầu Giấy,76.6,3.0,2.0,2.0,2.9481833333333327,2,113,208,118
Ecohome Phúc Lợi,Không có,Phúc Lợi,Long Biên,68.0,1.65,2.0,2.0,1.7383762373737368,9,82,72,114
Không có,Ngọc Hà,Đội Cấn,Ba Đình,50.0,1.54,2.0,1.0,1.3071700000000015,0,158,157,221
Florence Mỹ Đình,Trần Hữu Dực,Cầu Diễn,Nam Từ Liêm,82.0,3.2,3.0,2.0,3.2624166666666645,11,12,210,127
The Park Home,Thành Thái,Dịch Vọng,Cầu Giấy,155.0,10.75,4.0,3.0,10.363220000000002,2,18,190,410
The Zenpark,Đông Dư,Dương Xá,Gia Lâm,53.3,1.88,1.0,1.0,1.9645299999999981,3,17,277,423
Sunshine City,Không có,Đông Ngạc,Bắc Từ Liêm,100.0,4.0,3.0,2.0,4.071049999999999,1,155,72,374
The Zenpark,Đông Dư,Dương Xá,Gia Lâm,53.3,1.987,1.0,1.933083511777302,2.023999999999998,3,17,277,423
HH3 Linh Đàm,Linh Đường,Hoàng Liệt,Hoàng Mai,46.0,1.19,2.0,1.0,1.1897999999999986,7,26,84,157
An Lạc Green Symphony,70A,Vân Canh,Hoài Đức,66.0,2.5,2.0,2.0,2.4818291666666674,5,133,6,30
La Casta Văn Phú,Lê Trọng Tấn,Phú La,Hà Đông,88.0,3.2,2.0,2.0,3.191666666666661,8,77,93,241
Sunshine Riverside,Không có,Phú Thượng,Tây Hồ,99.0,4.42,3.0,2.0,4.551966666666668,16,79,72,377
Vinhomes D'Capitale,Trần Duy Hưng,Trung Hòa,Cầu Giấy,38.0,1.6,1.0,1.0,1.5758999999999974,2,113,208,470
The Sakura - Vinhomes Smart City,Không có,Tây Mỗ,Nam Từ Liêm,54.0,2.3,2.0,2.0,2.493702500000001,11,126,72,414
The Terra An Hưng,Tố Hữu,Dương Nội,Hà Đông,97.0,3.5,3.0,2.0,3.205166666666667,8,16,235,417
The Terra An Hưng,Không có,Dương Nội,Hà Đông,74.0,2.75,2.0,2.0,2.743932705211455,8,16,72,417
Times City,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,83.0,3.83,2.0,1.933083511777302,3.890015,4,131,112,432
The Terra An Hưng,Không có,Dương Nội,Hà Đông,69.0,2.5,2.0,1.933083511777302,2.391871666666667,8,16,72,417
Legend Tower 109 Nguyễn Tuân,Nguyễn Tuân,Thanh Xuân Trung,Thanh Xuân,73.0,3.69,2.0,1.933083511777302,3.7790499999999994,13,102,146,246
Sudico Mỹ Đình,Phạm Hùng,Mỹ Đình 1,Nam Từ Liêm,57.0,2.2,2.0,1.0,2.120440541125541,11,58,173,368
Hà Nội Center Point,Lê Văn Lương,Nhân Chính,Thanh Xuân,80.0,4.0,2.45452528837622,1.933083511777302,3.9264000000000006,13,71,95,182
Việt Đức Complex,Lê Văn Lương,Nhân Chính,Thanh Xuân,93.0,3.5,3.0,2.0,3.503499999999998,13,71,95,486
Văn Phú Victoria,Lê Trọng Tấn,Phú La,Hà Đông,68.0,1.79,2.0,1.933083511777302,1.918740476190475,8,77,93,488
An Lạc Green Symphony,Không có,Vân Canh,Hoài Đức,67.0,2.5,2.0,2.0,2.4975,5,133,72,30
